ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Date,Year,Month,Day_of_Week,Hour
A-410357,2,2021-07-08 17:35:12.000000000,2021-07-08 18:35:12.000000000,45.39138300000001,-122.613008,45.391544,-122.612528,0.026,A crash has the NB and SB left lanes closed at Jennings. Use caution.,18200.0, SE McLoughlin Blvd,L,Portland,Clackamas,OR,97267,US,US/Pacific,KPDX,2021-07-08 17:53:00,79.0,79.0,40.0,29.96,10.0,WNW,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-07-08,2021,7,3,17
A-410571,2,2021-06-25 13:54:33.000000000,2021-06-25 15:33:25.000000000,45.554154,-122.520182,45.552405,-122.5103,0.493,Stationary traffic on US-30 Byp E - US-30 Byp W from NE 122nd Ave (US-30 Byp/NE Sandy Blvd) to NE 148th Ave (US-30 Byp/NE Sandy Blvd) due to accident.,13851.0, NE Sandy Blvd,L,Portland,Multnomah,OR,97230-2602,US,US/Pacific,KTTD,2021-06-25 13:53:00,88.0,88.0,39.0,29.9,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2021-06-25,2021,6,4,13
A-410957,4,2021-03-07 03:30:49.000000000,2021-03-07 05:15:49.000000000,45.473967,-122.565761,45.460187,-122.572031,0.999,Incident on I-205 SB near MP 16 Road closed. Take alternate route.,,E Portland Fwy S,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-03-07 03:53:00,45.0,39.0,71.0,29.96,10.0,SSW,13.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-03-07,2021,3,6,3
A-411046,2,2021-04-15 06:54:17.000000000,2021-04-15 08:54:17.000000000,45.445257,-122.73553400000002,45.453497,-122.717884,1.028,A stall has the Northbound right lane closed use caution.,,I-5 N,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-04-15 06:53:00,46.0,46.0,71.0,30.09,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-15,2021,4,3,6
A-411106,2,2021-06-13 10:45:09.000000000,2021-06-13 13:45:00.000000000,45.505532,-122.67983,45.502782,-122.67413,0.335,A crash has closed the off the sb ramp from 1st Ave to I5 south; a detour is in place. Use an alternate route. Ramps Affected.,,I-405 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-06-13 10:53:00,66.0,66.0,81.0,29.85,10.0,SE,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-13,2021,6,6,10
A-411506,2,2021-12-21 18:10:47.000000000,2021-12-22 02:10:47.000000000,45.544689,-122.676148,45.554638,-122.678538,0.6970000000000001,A disabled vehicle has the right lane closed NB at the Fremont Bridge. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-12-21 17:53:00,41.0,36.0,76.0,30.01,10.0,E,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-12-21,2021,12,1,18
A-411943,2,2021-07-22 11:09:09.000000000,2021-07-22 13:09:09.000000000,45.490344,-122.653707,45.490326,-122.654129,0.02,A stalled vehicle is blocking the center lane NB at Holgate use caution.,1058.0, SE Holgate Blvd,R,Portland,Multnomah,OR,97202,US,US/Pacific,KPDX,2021-07-22 10:53:00,66.0,66.0,56.0,30.14,10.0,WNW,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-22,2021,7,3,11
A-412353,2,2021-10-15 12:37:32.000000000,2021-10-15 15:22:32.000000000,45.525281,-122.661725,45.526752,-122.658125,0.2019999999999999,Incident on I-84 EB near MP 0 Left lane blocked.,,NE Martin Luther King Jr Blvd,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-15 12:53:00,61.0,61.0,64.0,30.17,10.0,ENE,6.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-10-15,2021,10,4,12
A-412354,2,2021-03-11 18:31:36.000000000,2021-03-11 20:31:36.000000000,45.526753,-122.658115,45.529853,-122.645945,0.627,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-03-11 18:53:00,52.0,52.0,49.0,30.22,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-03-11,2021,3,3,18
A-412737,2,2021-10-14 07:42:30,2021-10-14 09:44:41,45.534383,-122.66646,45.52866,-122.665323,0.3989999999999999,Stationary traffic on US-30 E - Pacific Highway 1 S - I-5 S from N Broadway St/Exit 302 (I-5) to I-84/US-30/Exit 301 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-14 07:53:00,51.0,51.0,83.0,30.19,10.0,S,5.0,0.0,Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day,2021-10-14,2021,10,3,7
A-412823,2,2021-03-22 11:46:00,2021-03-22 15:18:30,45.520155,-122.565567,45.508116,-122.565539,0.8320000000000001,Slow traffic on E Portland Fwy S - Veterans Memorial Fwy S - I-205 S from I-84/US-30/Exit 21 (I-205) to Division St/Exit 19 (I-205) due to accident.,,E Portland Fwy S,R,Portland,Multnomah,OR,97216,US,US/Pacific,KPDX,2021-03-22 11:53:00,50.0,50.0,68.0,30.13,10.0,NNW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-22,2021,3,0,11
A-412997,2,2021-09-28 00:57:56,2021-09-28 03:42:56,45.54332700000001,-122.516457,45.542191,-122.49899,0.8490000000000001,A stall has the EB left lane closed at 148th Ave. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-09-28 00:53:00,55.0,55.0,86.0,29.93,4.0,SW,3.0,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-09-28,2021,9,1,0
A-412998,2,2021-06-23 17:09:44,2021-06-23 18:54:44,45.545529,-122.532652,45.542269,-122.483932,2.3680000000000003,An unconfirmed report of a crash has been received. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-06-23 16:53:00,84.0,84.0,38.0,29.84,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-23,2021,6,2,17
A-413504,2,2021-12-29 18:09:30,2021-12-29 18:49:00,45.507232,-122.683604,45.505322,-122.677042,0.344,Slow traffic on I-405 S from 6th Ave/SW 1st Ave/Exit 1 (I-405) to I-5 (Portland) (South) (I-405) due to accident.,,I-405 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-12-29 17:53:00,28.0,20.0,66.0,29.95,10.0,SE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day,2021-12-29,2021,12,2,18
A-413793,2,2021-10-13 22:37:00,2021-10-13 23:35:00,45.476103,-122.678831,45.470044,-122.683149,0.4679999999999999,Stationary traffic on Pacific Highway 1 S - I-5 S from Corbett Ave/Exit 298 (I-5) to Terwilliger Blvd/Exit 297 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-10-13 22:53:00,51.0,51.0,83.0,30.15,10.0,CALM,0.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-10-13,2021,10,2,22
A-414349,2,2021-05-28 14:39:41,2021-05-28 16:24:41,45.549756,-122.678779,45.543786,-122.675209,0.447,An unconfirmed report of a crash has been received. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-05-28 14:53:00,66.0,66.0,42.0,30.22,10.0,WNW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-28,2021,5,4,14
A-414350,2,2021-04-07 16:23:34,2021-04-07 18:08:34,45.549769,-122.678796,45.548399,-122.67878,0.095,A crash has occurred causing no to minimum delays. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-04-07 16:53:00,52.0,52.0,66.0,30.11,10.0,SSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-07,2021,4,2,16
A-414642,2,2021-04-06 15:01:00,2021-04-06 16:13:00,45.515485,-122.693263,45.50672700000001,-122.713219,1.14,Stationary traffic on Sunset Hwy W - US-26 W from I-405/Market St (US-26) to Canyon Rd/Exit 72 (US-26) due to accident.,,US-26 W,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-04-06 14:53:00,61.0,61.0,34.0,30.04,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-06,2021,4,1,15
A-415454,2,2021-09-08 05:49:30,2021-09-08 06:00:30,45.473967,-122.565761,45.460187,-122.572031,0.999,Slow traffic on E Portland Fwy S - Veterans Memorial Fwy S - I-205 S from Foster Rd/Exit 17 (I-205) to Johnson Creek Blvd/Exit 16 (I-205) due to accident.,,E Portland Fwy S,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-09-08 05:53:00,67.0,67.0,66.0,29.96,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-09-08,2021,9,2,5
A-415993,2,2021-12-14 16:50:12,2021-12-14 18:35:12,45.58884000000001,-122.756868,45.58349000000001,-122.768111,0.657,Incident on US-30-BYP WB near MP 1 Drive with caution.,,N Philadelphia Ave,R,Portland,Multnomah,OR,97203,US,US/Pacific,KVUO,2021-12-14 16:53:00,40.0,37.0,73.0,29.86,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-12-14,2021,12,1,16
A-416057,2,2021-11-18 08:21:30,2021-11-18 10:22:07,45.506328,-122.68183,45.511086,-122.688179,0.45,Slow traffic on I-405 N - US-26 W from exit [1C] to 12th Ave exit [1D] due to accident.,,I-405 N,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-11-18 07:53:00,47.0,42.0,52.0,29.92,10.0,ESE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-18,2021,11,3,8
A-416506,2,2021-05-21 06:20:00,2021-05-21 15:35:00,45.514752,-122.674053,45.512129,-122.675576,0.196,Stationary traffic from Morrison Bridge/SW Alder St (SW Naito Pkwy) to SW Market St/SW Harbor Dr (SW Naito Pkwy) due to accident.,,SW Naito Pkwy,R,Portland,Multnomah,OR,97204,US,US/Pacific,KPDX,2021-05-21 05:53:00,49.0,49.0,77.0,30.18,10.0,W,3.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-05-21,2021,5,4,6
A-416621,2,2021-05-03 10:59:30,2021-05-03 11:24:30,45.52630900000001,-122.686894,45.516991,-122.687929,0.6459999999999999,Slow traffic on I-405 S from Everett St/Exit 2 (I-405) to US-26/Exit 1D (SB) (I-405) due to accident.,,I-405 S,R,Portland,Multnomah,OR,97209,US,US/Pacific,KPDX,2021-05-03 10:53:00,57.0,57.0,57.0,30.19,10.0,ENE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-03,2021,5,0,10
A-416984,2,2021-06-14 06:44:00,2021-06-14 18:05:30,45.532025,-122.633222,45.525401,-122.661725,1.454,Slow traffic on I-84 W - US-30 W from 33rd Ave/Exit 1 (I-84) to OR-99E/Pacific Hwy/Grand Ave (I-84) due to accident.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-06-14 06:53:00,62.0,62.0,90.0,29.95,8.0,E,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-14,2021,6,0,6
A-417697,2,2021-10-11 11:20:30,2021-10-11 12:29:30,45.498806,-122.5787,45.497415,-122.579273,0.1,Slow traffic on OR-213 - US-26 E - US-26 W from SE Kelly St to SE 80th Ave due to accident.,3260.0, SE 82nd Ave,L,Portland,Multnomah,OR,97266-2004,US,US/Pacific,KPDX,2021-10-11 11:20:00,51.0,51.0,68.0,30.25,10.0,WNW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-11,2021,10,0,11
A-417990,2,2021-10-09 15:21:42,2021-10-09 16:21:42,45.498699,-122.51303500000002,45.498929,-122.513896,0.045,An unconfirmed report of a crash has been received. Use caution.,14598.0, SE Powell Blvd,R,Portland,Multnomah,OR,97236-2520,US,US/Pacific,KTTD,2021-10-09 14:53:00,63.0,63.0,58.0,30.2,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2021-10-09,2021,10,5,15
A-418024,2,2021-12-06 06:32:30,2021-12-06 07:59:00,45.53045,-122.599271,45.52567,-122.660675,2.99,Slow traffic on I-84 W - US-30 W from 68th Ave/NE Halsey St/Exit 4 (I-84) to OR-99E/Pacific Hwy/Grand Ave (I-84) due to accident.,,I-84 W,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-12-06 06:28:00,41.0,37.0,86.0,30.14,10.0,ESE,6.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-12-06,2021,12,0,6
A-418467,2,2021-06-30 11:58:02,2021-06-30 13:21:00,45.523684,-122.819802,45.513976,-122.794067,1.415,Slow traffic on Sunset Hwy E - US-26 E from Cornell Rd/Exit 65 (US-26) to Cedar Hills Blvd/Exit 68 (US-26) due to accident.,,Sunset Hwy E,R,Portland,Washington,OR,97229,US,US/Pacific,KVUO,2021-06-30 11:53:00,71.0,71.0,59.0,29.88,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-30,2021,6,2,11
A-418732,2,2021-11-18 09:14:07,2021-11-18 10:59:07,45.535245,-122.563934,45.54065,-122.562345,0.381,Incident on I-205 NB near MP 22 Right lane blocked. Expect delays.,,E Portland Fwy N,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-11-18 08:53:00,46.0,41.0,56.0,29.95,10.0,ESE,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-18,2021,11,3,9
A-418733,2,2021-03-07 16:20:35,2021-03-07 18:05:35,45.531731,-122.564731,45.542311,-122.561721,0.745,Incident on I-205 NB near MP 22 Drive with caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-03-07 16:20:00,46.0,41.0,71.0,30.17,10.0,E,10.0,0.0,Thunder,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-07,2021,3,6,16
A-418801,2,2021-10-19 15:50:42,2021-10-19 18:35:42,45.628981,-122.82224,45.634569,-122.82757,0.4639999999999999,Incident on US-30 WB near MP 11 Right lane blocked. Expect delays.,14540.0, NW Saint Helens Rd,R,Portland,Multnomah,OR,97231,US,US/Pacific,KVUO,2021-10-19 15:53:00,59.0,59.0,64.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-19,2021,10,1,15
A-418980,2,2021-09-19 10:51:36,2021-09-19 12:36:36,45.54658,-122.538617,45.54553,-122.532637,0.298,An unconfirmed report of a crash has been received. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-09-19 10:53:00,60.0,60.0,78.0,30.06,10.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-19,2021,9,6,10
A-418999,2,2021-10-14 14:11:36,2021-10-14 15:56:36,45.704507,-122.872018,45.698295,-122.871245,0.431,Incident on US-30 EB near MP 17 Drive with caution.,25101.0, NW Saint Helens Rd,R,Portland,Multnomah,OR,97231-1700,US,US/Pacific,KVUO,2021-10-14 14:15:00,53.0,53.0,93.0,30.23,10.0,E,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-14,2021,10,3,14
A-419384,2,2021-12-03 18:04:57,2021-12-03 19:49:57,45.468575,-122.565474,45.482623,-122.565806,0.971,An unconfirmed report of a crash has been received. Use caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-12-03 17:53:00,44.0,44.0,71.0,30.09,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-12-03,2021,12,4,18
A-419574,2,2021-12-14 16:55:13,2021-12-14 18:40:13,45.388913,-122.750036,45.402456,-122.744755,0.97,A crash has occurred causing no to minimum delays. Use caution.,,I-5 S,R,Portland,Washington,OR,97224,US,US/Pacific,KUAO,2021-12-14 16:53:00,39.0,34.0,76.0,29.71,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-12-14,2021,12,1,16
A-419616,2,2021-09-22 15:23:30,2021-09-22 16:12:30,45.52299,-122.66551499999998,45.507939,-122.669176,1.055,Slow traffic on Marquam Brg S - Pacific Highway 1 S - I-5 S from I-84/US-30/Exit 301 (I-5) to I-405 (I-5) due to accident.,,Burnside Brg,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-09-22 14:53:00,69.0,69.0,57.0,30.21,10.0,NW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-22,2021,9,2,15
A-420193,2,2021-12-15 11:31:00,2021-12-15 17:35:30,45.525281,-122.661725,45.529833,-122.646412,0.805,Stationary traffic on I-84 E - US-30 E from I-5 (I-84) to Lloyd Blvd/NE 1st Ave/Exit 1 (I-84) due to accident.,,NE Martin Luther King Jr Blvd,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-12-15 11:53:00,39.0,30.0,82.0,29.68,10.0,ESE,17.0,0.02,Light Rain,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-12-15,2021,12,2,11
A-420596,2,2021-12-27 06:19:28,2021-12-27 08:12:29,45.552775,-122.896113,45.557937,-122.90984,0.754,A crash has been reported EB at Cornelius Pass Road. Use caution.,,US-26 W,R,Portland,Washington,OR,97229,US,US/Pacific,KVUO,2021-12-27 06:23:00,25.0,16.0,92.0,29.73,10.0,NW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-12-27,2021,12,0,6
A-421334,2,2021-11-11 10:13:38,2021-11-11 11:13:38,45.486605,-122.566303,45.47396,-122.565773,0.8740000000000001,A crash has occurred causing no to minimum delays. Use caution.,,E Portland Fwy S,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-11-11 10:10:00,52.0,52.0,89.0,30.19,10.0,E,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-11,2021,11,3,10
A-421557,2,2021-10-07 17:22:13,2021-10-07 20:07:13,45.492939,-122.673769,45.489279,-122.676223,0.2789999999999999,A stall has the SB left lane closed at Macadam. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-10-07 16:53:00,61.0,61.0,50.0,30.0,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-07,2021,10,3,17
A-422345,2,2021-10-10 14:32:00,2021-10-10 14:46:00,45.534383,-122.66646,45.525473,-122.665424,0.618,Slow traffic on US-30 E - Pacific Highway 1 S - I-5 S from N Broadway St/Exit 302 (I-5) to I-84/US-30/Exit 301 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-10 14:53:00,59.0,59.0,51.0,30.18,10.0,WNW,17.0,0.01,Partly Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day,2021-10-10,2021,10,6,14
A-422346,2,2021-03-22 08:15:30,2021-03-22 09:06:00,45.529693,-122.665303,45.525723,-122.660233,0.368,Slow traffic on US-30 E from exit [301] to exit [1] due to accident.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-03-22 08:18:00,45.0,43.0,86.0,30.09,10.0,WSW,5.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-22,2021,3,0,8
A-422567,2,2021-10-30 12:25:59,2021-10-30 14:25:59,45.58045300000001,-122.543595,45.59718400000001,-122.550071,1.198,An unconfirmed report of hazardous debris has been received. Use caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-10-30 10:53:00,55.0,55.0,41.0,30.03,10.0,E,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-30,2021,10,5,12
A-422757,2,2021-09-17 13:10:00,2021-09-17 13:41:00,45.505532,-122.67983,45.507012,-122.67064,0.457,Slow traffic from I-405 S to I-405 N due to accident.,,I-405 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-09-17 12:53:00,72.0,72.0,28.0,29.79,10.0,SSW,13.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-17,2021,9,4,13
A-423121,2,2021-12-20 05:26:03,2021-12-20 07:26:03,45.554969,-122.733294,45.577433,-122.761594,2.07,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,4498.0, NW Yeon Ave,R,Portland,Multnomah,OR,97210-1430,US,US/Pacific,KVUO,2021-12-20 05:32:00,38.0,38.0,100.0,29.92,10.0,CALM,0.0,0.01,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2021-12-20,2021,12,0,5
A-423143,2,2021-06-21 15:57:28,2021-06-21 17:42:28,45.435572,-122.65354,45.43305,-122.654741,0.184,An unconfirmed report of a crash has been received. Use caution.,2498.0, SW Greenwood Rd,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-06-21 15:53:00,94.0,94.0,28.0,29.76,10.0,NW,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-06-21,2021,6,0,15
A-423265,2,2021-11-15 17:32:30,2021-11-15 20:18:04,45.496601,-122.622637,45.49733300000001,-122.621876,0.063,Slow traffic on US-26 E from SE Lafayette Ct to SE 37th Ave due to accident.,3572.0, SE Cesar E Chavez Blvd,L,Portland,Multnomah,OR,97202-1765,US,US/Pacific,KPDX,2021-11-15 17:53:00,49.0,44.0,69.0,30.07,10.0,W,12.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-11-15,2021,11,0,17
A-423737,2,2021-03-02 14:54:00,2021-03-02 17:22:30,45.533904,-122.6262,45.528525,-122.653563,1.376,Slow traffic on I-84 W - US-30 W from 39th Ave/Exit 2 (I-84) to Lloyd Blvd/NE 1st Ave/Exit 1 (I-84) due to accident.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-03-02 14:53:00,54.0,54.0,55.0,29.96,10.0,WNW,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-02,2021,3,1,14
